index,title,group,tagger,tag,lowercase_word,N
9261,Descartes,0,spacy,DET,neither,1
9264,Descartes,0,spacy,DET,thought’.17,1
9266,Descartes,0,spacy,DET,whichever,1
16270,Descartes,0,stanford,DET,another,99
16272,Descartes,0,stanford,DET,every,30
16276,Descartes,0,stanford,DET,whatever,17
16271,Descartes,0,stanford,DET,either,8
16275,Descartes,0,stanford,DET,quite,5
16274,Descartes,0,stanford,DET,neither,3
16273,Descartes,0,stanford,DET,la,2
16277,Descartes,0,stanford,DET,whichever,1
5045,Descartes,0,perceptron,NOUN,’,1316
2643,Descartes,0,perceptron,NOUN,descartes,790
5044,Descartes,0,perceptron,NOUN,‘,489
3143,Descartes,0,perceptron,NOUN,god,439
3254,Descartes,0,perceptron,NOUN,idea,294
5012,Descartes,0,perceptron,NOUN,world,237
3476,Descartes,0,perceptron,NOUN,knowledge,236
4744,Descartes,0,perceptron,NOUN,thing,231
2048,Descartes,0,perceptron,NOUN,argument,230
4956,Descartes,0,perceptron,NOUN,way,229
10035,Descartes,0,spacy,NOUN,descartes,1068
10474,Descartes,0,spacy,NOUN,god,444
10585,Descartes,0,spacy,NOUN,idea,294
10771,Descartes,0,spacy,NOUN,knowledge,254
12172,Descartes,0,spacy,NOUN,world,240
11932,Descartes,0,spacy,NOUN,thing,231
12119,Descartes,0,spacy,NOUN,way,231
9495,Descartes,0,spacy,NOUN,argument,230
9846,Descartes,0,spacy,NOUN,conception,219
11286,Descartes,0,spacy,NOUN,point,210
16962,Descartes,0,stanford,NOUN,descartes,1044
17401,Descartes,0,stanford,NOUN,god,444
17509,Descartes,0,stanford,NOUN,idea,294
17690,Descartes,0,stanford,NOUN,knowledge,255
19051,Descartes,0,stanford,NOUN,world,240
18829,Descartes,0,stanford,NOUN,thing,232
16447,Descartes,0,stanford,NOUN,argument,231
18999,Descartes,0,stanford,NOUN,way,231
16779,Descartes,0,stanford,NOUN,conception,219
18195,Descartes,0,stanford,NOUN,point,211
5566,Descartes,0,perceptron,NUM,one,650
5572,Descartes,0,perceptron,NUM,two,136
5048,Descartes,0,perceptron,NUM,1,46
5259,Descartes,0,perceptron,NUM,2,46
5348,Descartes,0,perceptron,NUM,3,45
5410,Descartes,0,perceptron,NUM,4,33
5453,Descartes,0,perceptron,NUM,5,28
5049,Descartes,0,perceptron,NUM,10,25
5518,Descartes,0,perceptron,NUM,7,24
5548,Descartes,0,perceptron,NUM,9,22
12650,Descartes,0,spacy,NUM,one,360
12659,Descartes,0,spacy,NUM,two,137
12391,Descartes,0,spacy,NUM,2,31
12199,Descartes,0,spacy,NUM,1,27
12475,Descartes,0,spacy,NUM,3,27
12557,Descartes,0,spacy,NUM,5,23
12201,Descartes,0,spacy,NUM,10,22
12657,Descartes,0,spacy,NUM,three,22
12603,Descartes,0,spacy,NUM,7,21
12523,Descartes,0,spacy,NUM,4,20
19520,Descartes,0,stanford,NUM,one,524
19528,Descartes,0,stanford,NUM,two,137
19530,Descartes,0,stanford,NUM,vii,124
19270,Descartes,0,stanford,NUM,2,59
19515,Descartes,0,stanford,NUM,iii,52
19514,Descartes,0,stanford,NUM,ii,51
19099,Descartes,0,stanford,NUM,1,44
19431,Descartes,0,stanford,NUM,5,44
19393,Descartes,0,stanford,NUM,4,43
19342,Descartes,0,stanford,NUM,3,42
5580,Descartes,0,perceptron,PRON,us,134
5583,Descartes,0,perceptron,PRON,whose,33
5578,Descartes,0,perceptron,PRON,oneself,8
5577,Descartes,0,perceptron,PRON,one,6
5581,Descartes,0,perceptron,PRON,whereas,2
5584,Descartes,0,perceptron,PRON,x,2
5585,Descartes,0,perceptron,PRON,–,2
5586,Descartes,0,perceptron,PRON,‘,2
5576,Descartes,0,perceptron,PRON,moreover,1
5579,Descartes,0,perceptron,PRON,t3,1
12676,Descartes,0,spacy,PRON,one,259
12682,Descartes,0,spacy,PRON,something,185
12683,Descartes,0,spacy,PRON,us,134
12663,Descartes,0,spacy,PRON,anything,104
12675,Descartes,0,spacy,PRON,nothing,99
12668,Descartes,0,spacy,PRON,everything,46
12681,Descartes,0,spacy,PRON,someone,42
12661,Descartes,0,spacy,PRON,another,34
12662,Descartes,0,spacy,PRON,anyone,18
12684,Descartes,0,spacy,PRON,whatever,16
19539,Descartes,0,stanford,PRON,us,134
19537,Descartes,0,stanford,PRON,one,120
19542,Descartes,0,stanford,PRON,whose,33
19538,Descartes,0,stanford,PRON,oneself,13
19540,Descartes,0,stanford,PRON,whatever,5
19536,Descartes,0,stanford,PRON,mine,2
19541,Descartes,0,stanford,PRON,whoever,1
5589,Descartes,0,perceptron,PRT,aside,4
5591,Descartes,0,perceptron,PRT,away,4
5592,Descartes,0,perceptron,PRT,back,4
5593,Descartes,0,perceptron,PRT,behind,2
5596,Descartes,0,perceptron,PRT,‘,2
5588,Descartes,0,perceptron,PRT,along,1
5590,Descartes,0,perceptron,PRT,assent,1
5594,Descartes,0,perceptron,PRT,open,1
5595,Descartes,0,perceptron,PRT,together,1
5597,Descartes,0,perceptron,PRT,’,1
12701,Descartes,0,spacy,PRT,’s,660
12690,Descartes,0,spacy,PRT,ff,49
12695,Descartes,0,spacy,PRT,pp,20
12693,Descartes,0,spacy,PRT,like,4
12700,Descartes,0,spacy,PRT,’,4
12694,Descartes,0,spacy,PRT,not-,3
12699,Descartes,0,spacy,PRT,yes,3
12697,Descartes,0,spacy,PRT,say,2
12687,Descartes,0,spacy,PRT,body.2,1
12688,Descartes,0,spacy,PRT,cf,1
19546,Descartes,0,stanford,PRT,’s,695
19545,Descartes,0,stanford,PRT,back,2
19543,Descartes,0,stanford,PRT,aside,1
19544,Descartes,0,stanford,PRT,away,1
7559,Descartes,0,perceptron,VERB,would,297
6052,Descartes,0,perceptron,VERB,could,277
6126,Descartes,0,perceptron,VERB,descartes,277
6777,Descartes,0,perceptron,VERB,must,234
7228,Descartes,0,perceptron,VERB,see,228
6749,Descartes,0,perceptron,VERB,might,219
6729,Descartes,0,perceptron,VERB,may,210
7219,Descartes,0,perceptron,VERB,say,195
7573,Descartes,0,perceptron,VERB,‘,182
7260,Descartes,0,perceptron,VERB,shall,151
14559,Descartes,0,spacy,VERB,would,297
13137,Descartes,0,spacy,VERB,could,277
14243,Descartes,0,spacy,VERB,see,254
13825,Descartes,0,spacy,VERB,must,234
13799,Descartes,0,spacy,VERB,might,221
13782,Descartes,0,spacy,VERB,may,210
14234,Descartes,0,spacy,VERB,say,194
14274,Descartes,0,spacy,VERB,shall,151
13403,Descartes,0,spacy,VERB,exist,144
14252,Descartes,0,spacy,VERB,seems,138
21369,Descartes,0,stanford,VERB,would,297
19971,Descartes,0,stanford,VERB,could,277
21059,Descartes,0,stanford,VERB,see,256
20646,Descartes,0,stanford,VERB,must,235
20621,Descartes,0,stanford,VERB,might,221
20604,Descartes,0,stanford,VERB,may,210
21050,Descartes,0,stanford,VERB,say,195
21088,Descartes,0,stanford,VERB,shall,151
20235,Descartes,0,stanford,VERB,exist,144
21067,Descartes,0,stanford,VERB,seems,138
7580,Descartes,0,perceptron,X,de,22
7585,Descartes,0,perceptron,X,etc,19
7602,Descartes,0,perceptron,X,’,17
7590,Descartes,0,perceptron,X,la,12
7601,Descartes,0,perceptron,X,‘,8
7584,Descartes,0,perceptron,X,et,6
7589,Descartes,0,perceptron,X,l,6
7586,Descartes,0,perceptron,X,etc.,5
7581,Descartes,0,perceptron,X,dicto,2
7591,Descartes,0,perceptron,X,p.,2
14607,Descartes,0,spacy,X,etc,41
14599,Descartes,0,spacy,X,de,35
14595,Descartes,0,spacy,X,cogito,20
14579,Descartes,0,spacy,X,3,19
14574,Descartes,0,spacy,X,1,18
14592,Descartes,0,spacy,X,b,16
14578,Descartes,0,spacy,X,2,15
14573,Descartes,0,spacy,X,.,14
14582,Descartes,0,spacy,X,4,12
14610,Descartes,0,spacy,X,i.e.,12
21457,Descartes,0,stanford,X,–,494
21380,Descartes,0,stanford,X,-,381
21393,Descartes,0,stanford,X,cf.,41
21411,Descartes,0,stanford,X,etc,25
21437,Descartes,0,stanford,X,priori,23
21381,Descartes,0,stanford,X,. . .,16
21412,Descartes,0,stanford,X,etc.,16
21420,Descartes,0,stanford,X,iii,15
21384,Descartes,0,stanford,X,3,13
21390,Descartes,0,stanford,X,b,13
21461,Descartes_1,1,perceptron,.,",",8350
21462,Descartes_1,1,perceptron,.,.,3898
21459,Descartes_1,1,perceptron,.,(,1094
21460,Descartes_1,1,perceptron,.,),1093
21463,Descartes_1,1,perceptron,.,:,745
21464,Descartes_1,1,perceptron,.,;,607
21465,Descartes_1,1,perceptron,.,?,194
21472,Descartes_1,1,perceptron,.,’,3
21469,Descartes_1,1,perceptron,.,xi,2
21466,Descartes_1,1,perceptron,.,beliefs,1
29067,Descartes_1,1,spacy,.,",",8350
29069,Descartes_1,1,spacy,.,.,3881
29063,Descartes_1,1,spacy,.,(,1086
29064,Descartes_1,1,spacy,.,),1057
29079,Descartes_1,1,spacy,.,‘,888
29080,Descartes_1,1,spacy,.,’,872
29070,Descartes_1,1,spacy,.,:,715
29071,Descartes_1,1,spacy,.,;,605
29078,Descartes_1,1,spacy,.,–,391
29068,Descartes_1,1,spacy,.,-,356
36103,Descartes_1,1,stanford,.,",",8350
36104,Descartes_1,1,stanford,.,.,3791
36101,Descartes_1,1,stanford,.,(,1094
36102,Descartes_1,1,stanford,.,),1093
36112,Descartes_1,1,stanford,.,’,894
36111,Descartes_1,1,stanford,.,‘,888
36105,Descartes_1,1,stanford,.,:,745
36106,Descartes_1,1,stanford,.,;,607
36107,Descartes_1,1,stanford,.,?,194
36110,Descartes_1,1,stanford,.,–,59
22625,Descartes_1,1,perceptron,ADJ,true,284
22765,Descartes_1,1,perceptron,ADJ,‘,170
21594,Descartes_1,1,perceptron,ADJ,certain,165
21603,Descartes_1,1,perceptron,ADJ,clear,149
22303,Descartes_1,1,perceptron,ADJ,physical,134
22279,Descartes_1,1,perceptron,ADJ,particular,132
21869,Descartes_1,1,perceptron,ADJ,first,123
22319,Descartes_1,1,perceptron,ADJ,possible,113
21899,Descartes_1,1,perceptron,ADJ,general,112
21721,Descartes_1,1,perceptron,ADJ,different,109
30081,Descartes_1,1,spacy,ADJ,true,284
29190,Descartes_1,1,spacy,ADJ,certain,165
29199,Descartes_1,1,spacy,ADJ,clear,150
29782,Descartes_1,1,spacy,ADJ,particular,137
29437,Descartes_1,1,spacy,ADJ,first,135
29804,Descartes_1,1,spacy,ADJ,physical,134
29821,Descartes_1,1,spacy,ADJ,possible,114
29464,Descartes_1,1,spacy,ADJ,general,112
29301,Descartes_1,1,spacy,ADJ,different,109
29650,Descartes_1,1,spacy,ADJ,least,97
37102,Descartes_1,1,stanford,ADJ,true,286
36221,Descartes_1,1,stanford,ADJ,certain,165
36230,Descartes_1,1,stanford,ADJ,clear,153
36458,Descartes_1,1,stanford,ADJ,first,139
36819,Descartes_1,1,stanford,ADJ,particular,138
36839,Descartes_1,1,stanford,ADJ,physical,134
36902,Descartes_1,1,stanford,ADJ,pure,126
36855,Descartes_1,1,stanford,ADJ,possible,114
36480,Descartes_1,1,stanford,ADJ,general,112
36332,Descartes_1,1,stanford,ADJ,different,109
22804,Descartes_1,1,perceptron,ADP,since,136
22806,Descartes_1,1,perceptron,ADP,though,126
22819,Descartes_1,1,perceptron,ADP,whether,124
22821,Descartes_1,1,perceptron,ADP,without,105
22789,Descartes_1,1,perceptron,ADP,like,57
22820,Descartes_1,1,perceptron,ADP,within,31
22775,Descartes_1,1,perceptron,ADP,among,29
22785,Descartes_1,1,perceptron,ADP,except,29
22812,Descartes_1,1,perceptron,ADP,unless,29
22773,Descartes_1,1,perceptron,ADP,although,25
30219,Descartes_1,1,spacy,ADP,without,105
30207,Descartes_1,1,spacy,ADP,like,56
30218,Descartes_1,1,spacy,ADP,within,31
30196,Descartes_1,1,spacy,ADP,among,29
30211,Descartes_1,1,spacy,ADP,outside,20
30216,Descartes_1,1,spacy,ADP,unlike,20
30202,Descartes_1,1,spacy,ADP,beyond,15
30214,Descartes_1,1,spacy,ADP,towards,9
30208,Descartes_1,1,spacy,ADP,near,8
30217,Descartes_1,1,spacy,ADP,via,6
37240,Descartes_1,1,stanford,ADP,since,136
37252,Descartes_1,1,stanford,ADP,whether,124
37242,Descartes_1,1,stanford,ADP,though,116
37254,Descartes_1,1,stanford,ADP,without,105
37233,Descartes_1,1,stanford,ADP,like,52
37253,Descartes_1,1,stanford,ADP,within,31
37230,Descartes_1,1,stanford,ADP,except,30
37221,Descartes_1,1,stanford,ADP,among,29
37246,Descartes_1,1,stanford,ADP,unless,29
37219,Descartes_1,1,stanford,ADP,although,25
22958,Descartes_1,1,perceptron,ADV,even,192
22844,Descartes_1,1,perceptron,ADV,also,166
23011,Descartes_1,1,perceptron,ADV,however,134
23168,Descartes_1,1,perceptron,ADV,rather,125
23083,Descartes_1,1,perceptron,ADV,merely,122
22889,Descartes_1,1,perceptron,ADV,clearly,112
22843,Descartes_1,1,perceptron,ADV,already,107
23032,Descartes_1,1,perceptron,ADV,indeed,94
23132,Descartes_1,1,perceptron,ADV,perhaps,80
23172,Descartes_1,1,perceptron,ADV,really,78
30355,Descartes_1,1,spacy,ADV,even,193
30240,Descartes_1,1,spacy,ADV,also,166
30412,Descartes_1,1,spacy,ADV,however,134
30567,Descartes_1,1,spacy,ADV,rather,126
30486,Descartes_1,1,spacy,ADV,merely,122
30279,Descartes_1,1,spacy,ADV,clearly,112
30239,Descartes_1,1,spacy,ADV,already,107
30431,Descartes_1,1,spacy,ADV,indeed,94
30531,Descartes_1,1,spacy,ADV,perhaps,80
30571,Descartes_1,1,spacy,ADV,really,78
37385,Descartes_1,1,stanford,ADV,even,193
37274,Descartes_1,1,stanford,ADV,also,166
37440,Descartes_1,1,stanford,ADV,however,134
37593,Descartes_1,1,stanford,ADV,rather,126
37510,Descartes_1,1,stanford,ADV,merely,122
37311,Descartes_1,1,stanford,ADV,clearly,112
37273,Descartes_1,1,stanford,ADV,already,107
37458,Descartes_1,1,stanford,ADV,indeed,94
37494,Descartes_1,1,stanford,ADV,least,81
37557,Descartes_1,1,stanford,ADV,perhaps,80
23310,Descartes_1,1,perceptron,CONJ,either,23
23317,Descartes_1,1,perceptron,CONJ,yet,10
23319,Descartes_1,1,perceptron,CONJ,‘,4
23314,Descartes_1,1,perceptron,CONJ,moreover,3
23315,Descartes_1,1,perceptron,CONJ,neither,2
23320,Descartes_1,1,perceptron,CONJ,’,2
23309,Descartes_1,1,perceptron,CONJ,],1
23311,Descartes_1,1,perceptron,CONJ,enquiry,1
23312,Descartes_1,1,perceptron,CONJ,et,1
23313,Descartes_1,1,perceptron,CONJ,less,1
30707,Descartes_1,1,spacy,CONJ,since,136
30708,Descartes_1,1,spacy,CONJ,though,125
30715,Descartes_1,1,spacy,CONJ,whether,124
30701,Descartes_1,1,spacy,CONJ,either,33
30702,Descartes_1,1,spacy,CONJ,except,30
30710,Descartes_1,1,spacy,CONJ,unless,29
30698,Descartes_1,1,spacy,CONJ,although,25
30716,Descartes_1,1,spacy,CONJ,yet,21
30713,Descartes_1,1,spacy,CONJ,whereas,13
30700,Descartes_1,1,spacy,CONJ,despite,9
37725,Descartes_1,1,stanford,CONJ,either,40
37728,Descartes_1,1,stanford,CONJ,yet,22
37726,Descartes_1,1,stanford,CONJ,neither,8
37727,Descartes_1,1,stanford,CONJ,plus,1
23321,Descartes_1,1,perceptron,DET,another,99
23323,Descartes_1,1,perceptron,DET,every,30
23330,Descartes_1,1,perceptron,DET,whatever,18
23322,Descartes_1,1,perceptron,DET,either,14
23332,Descartes_1,1,perceptron,DET,‘,8
23326,Descartes_1,1,perceptron,DET,neither,6
23333,Descartes_1,1,perceptron,DET,’,4
23328,Descartes_1,1,perceptron,DET,see,2
23331,Descartes_1,1,perceptron,DET,–,2
23324,Descartes_1,1,perceptron,DET,everyday,1
30717,Descartes_1,1,spacy,DET,another,65
30726,Descartes_1,1,spacy,DET,whose,33
30719,Descartes_1,1,spacy,DET,every,29
30722,Descartes_1,1,spacy,DET,quite,6
30724,Descartes_1,1,spacy,DET,whatever,6
30718,Descartes_1,1,spacy,DET,either,4
30721,Descartes_1,1,spacy,DET,not-,2
30720,Descartes_1,1,spacy,DET,neither,1
30723,Descartes_1,1,spacy,DET,thought’.17,1
30725,Descartes_1,1,spacy,DET,whichever,1
37729,Descartes_1,1,stanford,DET,another,99
37731,Descartes_1,1,stanford,DET,every,30
37735,Descartes_1,1,stanford,DET,whatever,17
37730,Descartes_1,1,stanford,DET,either,8
37734,Descartes_1,1,stanford,DET,quite,5
37733,Descartes_1,1,stanford,DET,neither,3
37732,Descartes_1,1,stanford,DET,la,2
37736,Descartes_1,1,stanford,DET,whichever,1
26504,Descartes_1,1,perceptron,NOUN,’,1316
24102,Descartes_1,1,perceptron,NOUN,descartes,790
26503,Descartes_1,1,perceptron,NOUN,‘,489
24602,Descartes_1,1,perceptron,NOUN,god,439
24713,Descartes_1,1,perceptron,NOUN,idea,294
26471,Descartes_1,1,perceptron,NOUN,world,237
24935,Descartes_1,1,perceptron,NOUN,knowledge,236
26203,Descartes_1,1,perceptron,NOUN,thing,231
23507,Descartes_1,1,perceptron,NOUN,argument,230
26415,Descartes_1,1,perceptron,NOUN,way,229
31494,Descartes_1,1,spacy,NOUN,descartes,1068
31933,Descartes_1,1,spacy,NOUN,god,444
32044,Descartes_1,1,spacy,NOUN,idea,294
32230,Descartes_1,1,spacy,NOUN,knowledge,254
33631,Descartes_1,1,spacy,NOUN,world,240
33391,Descartes_1,1,spacy,NOUN,thing,231
33578,Descartes_1,1,spacy,NOUN,way,231
30954,Descartes_1,1,spacy,NOUN,argument,230
31305,Descartes_1,1,spacy,NOUN,conception,219
32745,Descartes_1,1,spacy,NOUN,point,210
38421,Descartes_1,1,stanford,NOUN,descartes,1044
38860,Descartes_1,1,stanford,NOUN,god,444
38968,Descartes_1,1,stanford,NOUN,idea,294
39149,Descartes_1,1,stanford,NOUN,knowledge,255
40510,Descartes_1,1,stanford,NOUN,world,240
40288,Descartes_1,1,stanford,NOUN,thing,232
37906,Descartes_1,1,stanford,NOUN,argument,231
40458,Descartes_1,1,stanford,NOUN,way,231
38238,Descartes_1,1,stanford,NOUN,conception,219
39654,Descartes_1,1,stanford,NOUN,point,211
27025,Descartes_1,1,perceptron,NUM,one,650
27031,Descartes_1,1,perceptron,NUM,two,136
26507,Descartes_1,1,perceptron,NUM,1,46
26718,Descartes_1,1,perceptron,NUM,2,46
26807,Descartes_1,1,perceptron,NUM,3,45
26869,Descartes_1,1,perceptron,NUM,4,33
26912,Descartes_1,1,perceptron,NUM,5,28
26508,Descartes_1,1,perceptron,NUM,10,25
26977,Descartes_1,1,perceptron,NUM,7,24
27007,Descartes_1,1,perceptron,NUM,9,22
34109,Descartes_1,1,spacy,NUM,one,360
34118,Descartes_1,1,spacy,NUM,two,137
33850,Descartes_1,1,spacy,NUM,2,31
33658,Descartes_1,1,spacy,NUM,1,27
33934,Descartes_1,1,spacy,NUM,3,27
34016,Descartes_1,1,spacy,NUM,5,23
33660,Descartes_1,1,spacy,NUM,10,22
34116,Descartes_1,1,spacy,NUM,three,22
34062,Descartes_1,1,spacy,NUM,7,21
33982,Descartes_1,1,spacy,NUM,4,20
40979,Descartes_1,1,stanford,NUM,one,524
40987,Descartes_1,1,stanford,NUM,two,137
40989,Descartes_1,1,stanford,NUM,vii,124
40729,Descartes_1,1,stanford,NUM,2,59
40974,Descartes_1,1,stanford,NUM,iii,52
40973,Descartes_1,1,stanford,NUM,ii,51
40558,Descartes_1,1,stanford,NUM,1,44
40890,Descartes_1,1,stanford,NUM,5,44
40852,Descartes_1,1,stanford,NUM,4,43
40801,Descartes_1,1,stanford,NUM,3,42
27039,Descartes_1,1,perceptron,PRON,us,134
27042,Descartes_1,1,perceptron,PRON,whose,33
27037,Descartes_1,1,perceptron,PRON,oneself,8
27036,Descartes_1,1,perceptron,PRON,one,6
27040,Descartes_1,1,perceptron,PRON,whereas,2
27043,Descartes_1,1,perceptron,PRON,x,2
27044,Descartes_1,1,perceptron,PRON,–,2
27045,Descartes_1,1,perceptron,PRON,‘,2
27035,Descartes_1,1,perceptron,PRON,moreover,1
27038,Descartes_1,1,perceptron,PRON,t3,1
34135,Descartes_1,1,spacy,PRON,one,259
34141,Descartes_1,1,spacy,PRON,something,185
34142,Descartes_1,1,spacy,PRON,us,134
34122,Descartes_1,1,spacy,PRON,anything,104
