index,title,group,tagger,tag,lowercase_word,N
16248,Descartes,0,stanford,ADP,whether,124
16233,Descartes,0,stanford,ADP,though,116
16252,Descartes,0,stanford,ADP,without,105
16192,Descartes,0,stanford,ADP,because,97
1713,Descartes,0,perceptron,ADV,not,1567
1823,Descartes,0,perceptron,ADV,so,327
1726,Descartes,0,perceptron,ADV,only,261
1660,Descartes,0,perceptron,ADV,just,222
1859,Descartes,0,perceptron,ADV,then,221
1692,Descartes,0,perceptron,ADV,more,199
1553,Descartes,0,perceptron,ADV,even,192
1904,Descartes,0,perceptron,ADV,very,187
1912,Descartes,0,perceptron,ADV,when,182
1435,Descartes,0,perceptron,ADV,also,166
1608,Descartes,0,perceptron,ADV,how,145
1609,Descartes,0,perceptron,ADV,however,134
1717,Descartes,0,perceptron,ADV,now,134
1775,Descartes,0,perceptron,ADV,rather,125
1603,Descartes,0,perceptron,ADV,here,122
1683,Descartes,0,perceptron,ADV,merely,122
1483,Descartes,0,perceptron,ADV,clearly,112
1434,Descartes,0,perceptron,ADV,already,107
1631,Descartes,0,perceptron,ADV,indeed,94
1454,Descartes,0,perceptron,ADV,as,84
9418,Descartes,0,spacy,ADV,so,351
9327,Descartes,0,spacy,ADV,only,259
9258,Descartes,0,spacy,ADV,just,222
9453,Descartes,0,spacy,ADV,then,221
9295,Descartes,0,spacy,ADV,more,207
9150,Descartes,0,spacy,ADV,even,193
9501,Descartes,0,spacy,ADV,very,175
9029,Descartes,0,spacy,ADV,also,166
9209,Descartes,0,spacy,ADV,however,134
9023,Descartes,0,spacy,ADV,all,132
9377,Descartes,0,spacy,ADV,rather,126
9315,Descartes,0,spacy,ADV,now,125
9202,Descartes,0,spacy,ADV,here,122
9286,Descartes,0,spacy,ADV,merely,122
9044,Descartes,0,spacy,ADV,as,121
9046,Descartes,0,spacy,ADV,at,120
9074,Descartes,0,spacy,ADV,clearly,112
9028,Descartes,0,spacy,ADV,already,107
9229,Descartes,0,spacy,ADV,indeed,94
9341,Descartes,0,spacy,ADV,perhaps,80
16556,Descartes,0,stanford,ADV,not,1585
16662,Descartes,0,stanford,ADV,so,367
16571,Descartes,0,stanford,ADV,only,266
16500,Descartes,0,stanford,ADV,just,222
16698,Descartes,0,stanford,ADV,then,221
16396,Descartes,0,stanford,ADV,even,193
16535,Descartes,0,stanford,ADV,more,190
16752,Descartes,0,stanford,ADV,when,182
16745,Descartes,0,stanford,ADV,very,179
16277,Descartes,0,stanford,ADV,also,166
16453,Descartes,0,stanford,ADV,how,146
16454,Descartes,0,stanford,ADV,however,134
16559,Descartes,0,stanford,ADV,now,132
16621,Descartes,0,stanford,ADV,rather,126
16446,Descartes,0,stanford,ADV,here,123
16526,Descartes,0,stanford,ADV,merely,122
16321,Descartes,0,stanford,ADV,clearly,112
16276,Descartes,0,stanford,ADV,already,107
16700,Descartes,0,stanford,ADV,there,104
16292,Descartes,0,stanford,ADV,as,103
1928,Descartes,0,perceptron,CONJ,and,2131
1930,Descartes,0,perceptron,CONJ,but,761
1938,Descartes,0,perceptron,CONJ,or,628
1937,Descartes,0,perceptron,CONJ,nor,65
1931,Descartes,0,perceptron,CONJ,either,23
1942,Descartes,0,perceptron,CONJ,yet,10
1929,Descartes,0,perceptron,CONJ,both,8
1941,Descartes,0,perceptron,CONJ,so,8
1944,Descartes,0,perceptron,CONJ,‘,4
1935,Descartes,0,perceptron,CONJ,moreover,3
1936,Descartes,0,perceptron,CONJ,neither,2
1945,Descartes,0,perceptron,CONJ,’,2
1927,Descartes,0,perceptron,CONJ,],1
1932,Descartes,0,perceptron,CONJ,enquiry,1
1933,Descartes,0,perceptron,CONJ,et,1
1934,Descartes,0,perceptron,CONJ,less,1
1939,Descartes,0,perceptron,CONJ,plus,1
1940,Descartes,0,perceptron,CONJ,s,1
1943,Descartes,0,perceptron,CONJ,–,1
9542,Descartes,0,spacy,CONJ,that,2282
9518,Descartes,0,spacy,CONJ,and,2137
9524,Descartes,0,spacy,CONJ,but,758
9530,Descartes,0,spacy,CONJ,if,632
9536,Descartes,0,spacy,CONJ,or,629
9519,Descartes,0,spacy,CONJ,as,487
9548,Descartes,0,spacy,CONJ,when,182
9529,Descartes,0,spacy,CONJ,how,146
9539,Descartes,0,spacy,CONJ,since,136
9543,Descartes,0,spacy,CONJ,though,125
9553,Descartes,0,spacy,CONJ,whether,124
9520,Descartes,0,spacy,CONJ,because,98
9528,Descartes,0,spacy,CONJ,for,91
9554,Descartes,0,spacy,CONJ,while,78
9550,Descartes,0,spacy,CONJ,where,68
9534,Descartes,0,spacy,CONJ,nor,65
9555,Descartes,0,spacy,CONJ,why,55
9541,Descartes,0,spacy,CONJ,than,50
9540,Descartes,0,spacy,CONJ,so,49
9526,Descartes,0,spacy,CONJ,either,33
16764,Descartes,0,stanford,CONJ,and,2137
16766,Descartes,0,stanford,CONJ,but,753
16770,Descartes,0,stanford,CONJ,or,629
16769,Descartes,0,stanford,CONJ,nor,65
16767,Descartes,0,stanford,CONJ,either,40
16765,Descartes,0,stanford,CONJ,both,38
16773,Descartes,0,stanford,CONJ,yet,22
16768,Descartes,0,stanford,CONJ,neither,8
16772,Descartes,0,stanford,CONJ,so,4
16771,Descartes,0,stanford,CONJ,plus,1
1965,Descartes,0,perceptron,DET,the,6599
1946,Descartes,0,perceptron,DET,a,2387
1968,Descartes,0,perceptron,DET,this,1287
1972,Descartes,0,perceptron,DET,which,1253
1964,Descartes,0,perceptron,DET,that,872
1948,Descartes,0,perceptron,DET,an,528
1966,Descartes,0,perceptron,DET,there,507
1947,Descartes,0,perceptron,DET,all,416
1961,Descartes,0,perceptron,DET,some,375
1950,Descartes,0,perceptron,DET,any,355
1958,Descartes,0,perceptron,DET,no,354
1967,Descartes,0,perceptron,DET,these,286
1969,Descartes,0,perceptron,DET,those,107
1949,Descartes,0,perceptron,DET,another,99
1951,Descartes,0,perceptron,DET,both,66
1962,Descartes,0,perceptron,DET,such,48
1952,Descartes,0,perceptron,DET,each,42
1954,Descartes,0,perceptron,DET,every,30
1971,Descartes,0,perceptron,DET,whatever,18
1953,Descartes,0,perceptron,DET,either,14
9574,Descartes,0,spacy,DET,the,6580
9558,Descartes,0,spacy,DET,a,2306
9576,Descartes,0,spacy,DET,this,670
9560,Descartes,0,spacy,DET,an,527
9562,Descartes,0,spacy,DET,any,328
9568,Descartes,0,spacy,DET,no,327
9571,Descartes,0,spacy,DET,some,325
9573,Descartes,0,spacy,DET,that,293
9575,Descartes,0,spacy,DET,these,247
9559,Descartes,0,spacy,DET,all,194
9572,Descartes,0,spacy,DET,such,110
9577,Descartes,0,spacy,DET,those,71
9561,Descartes,0,spacy,DET,another,65
9583,Descartes,0,spacy,DET,whose,33
9566,Descartes,0,spacy,DET,every,29
9564,Descartes,0,spacy,DET,each,26
9579,Descartes,0,spacy,DET,what,25
9563,Descartes,0,spacy,DET,both,13
9581,Descartes,0,spacy,DET,which,10
9570,Descartes,0,spacy,DET,quite,6
16790,Descartes,0,stanford,DET,the,6601
16774,Descartes,0,stanford,DET,a,2426
16793,Descartes,0,stanford,DET,this,1287
16797,Descartes,0,stanford,DET,which,1253
16789,Descartes,0,stanford,DET,that,1072
16776,Descartes,0,stanford,DET,an,528
16791,Descartes,0,stanford,DET,there,445
16787,Descartes,0,stanford,DET,some,374
16775,Descartes,0,stanford,DET,all,364
16778,Descartes,0,stanford,DET,any,356
16785,Descartes,0,stanford,DET,no,335
16792,Descartes,0,stanford,DET,these,286
16794,Descartes,0,stanford,DET,those,107
16788,Descartes,0,stanford,DET,such,105
16777,Descartes,0,stanford,DET,another,99
16795,Descartes,0,stanford,DET,what,49
16780,Descartes,0,stanford,DET,each,42
16779,Descartes,0,stanford,DET,both,35
16782,Descartes,0,stanford,DET,every,30
16796,Descartes,0,stanford,DET,whatever,17
5181,Descartes,0,perceptron,NOUN,’,1316
2753,Descartes,0,perceptron,NOUN,descartes,790
5180,Descartes,0,perceptron,NOUN,‘,489
3254,Descartes,0,perceptron,NOUN,god,439
3369,Descartes,0,perceptron,NOUN,idea,294
4487,Descartes,0,perceptron,NOUN,s,280
5147,Descartes,0,perceptron,NOUN,world,237
3594,Descartes,0,perceptron,NOUN,knowledge,236
4875,Descartes,0,perceptron,NOUN,thing,231
2154,Descartes,0,perceptron,NOUN,argument,230
5088,Descartes,0,perceptron,NOUN,way,229
5179,Descartes,0,perceptron,NOUN,–,221
2541,Descartes,0,perceptron,NOUN,conception,219
4144,Descartes,0,perceptron,NOUN,point,209
3066,Descartes,0,perceptron,NOUN,fact,196
4877,Descartes,0,perceptron,NOUN,things,196
2311,Descartes,0,perceptron,NOUN,body,192
4573,Descartes,0,perceptron,NOUN,sense,184
4664,Descartes,0,perceptron,NOUN,something,184
3026,Descartes,0,perceptron,NOUN,existence,181
10356,Descartes,0,spacy,NOUN,descartes,1068
10796,Descartes,0,spacy,NOUN,god,444
10910,Descartes,0,spacy,NOUN,idea,294
11097,Descartes,0,spacy,NOUN,knowledge,254
12509,Descartes,0,spacy,NOUN,world,240
12266,Descartes,0,spacy,NOUN,thing,231
12454,Descartes,0,spacy,NOUN,way,231
9812,Descartes,0,spacy,NOUN,argument,230
10166,Descartes,0,spacy,NOUN,conception,219
11616,Descartes,0,spacy,NOUN,point,210
10627,Descartes,0,spacy,NOUN,fact,197
12268,Descartes,0,spacy,NOUN,things,196
9952,Descartes,0,spacy,NOUN,body,194
12002,Descartes,0,spacy,NOUN,sense,190
10595,Descartes,0,spacy,NOUN,existence,186
11761,Descartes,0,spacy,NOUN,question,180
11284,Descartes,0,spacy,NOUN,mind,174
12276,Descartes,0,spacy,NOUN,thought,172
10008,Descartes,0,spacy,NOUN,case,157
11720,Descartes,0,spacy,NOUN,proposition,152
17487,Descartes,0,stanford,NOUN,descartes,1044
17926,Descartes,0,stanford,NOUN,god,444
18036,Descartes,0,stanford,NOUN,idea,294
18219,Descartes,0,stanford,NOUN,knowledge,255
19587,Descartes,0,stanford,NOUN,world,240
19362,Descartes,0,stanford,NOUN,thing,232
16969,Descartes,0,stanford,NOUN,argument,231
19533,Descartes,0,stanford,NOUN,way,231
17303,Descartes,0,stanford,NOUN,conception,219
18726,Descartes,0,stanford,NOUN,point,211
17754,Descartes,0,stanford,NOUN,fact,197
17101,Descartes,0,stanford,NOUN,body,196
19363,Descartes,0,stanford,NOUN,things,196
19100,Descartes,0,stanford,NOUN,sense,190
19174,Descartes,0,stanford,NOUN,something,185
19371,Descartes,0,stanford,NOUN,thought,185
17723,Descartes,0,stanford,NOUN,existence,184
18865,Descartes,0,stanford,NOUN,question,180
18399,Descartes,0,stanford,NOUN,mind,173
17153,Descartes,0,stanford,NOUN,case,157
5702,Descartes,0,perceptron,NUM,one,650
5708,Descartes,0,perceptron,NUM,two,136
5184,Descartes,0,perceptron,NUM,1,46
5395,Descartes,0,perceptron,NUM,2,46
5484,Descartes,0,perceptron,NUM,3,45
5546,Descartes,0,perceptron,NUM,4,33
5589,Descartes,0,perceptron,NUM,5,28
5185,Descartes,0,perceptron,NUM,10,25
5654,Descartes,0,perceptron,NUM,7,24
5684,Descartes,0,perceptron,NUM,9,22
5628,Descartes,0,perceptron,NUM,6,19
5671,Descartes,0,perceptron,NUM,8,19
5707,Descartes,0,perceptron,NUM,three,16
5237,Descartes,0,perceptron,NUM,14,15
5252,Descartes,0,perceptron,NUM,15,14
5300,Descartes,0,perceptron,NUM,1640,12
5227,Descartes,0,perceptron,NUM,13,11
5297,Descartes,0,perceptron,NUM,1638,11
5302,Descartes,0,perceptron,NUM,1642,11
5301,Descartes,0,perceptron,NUM,1641,10
12988,Descartes,0,spacy,NUM,one,360
12997,Descartes,0,spacy,NUM,two,137
12729,Descartes,0,spacy,NUM,2,31
12537,Descartes,0,spacy,NUM,1,27
12813,Descartes,0,spacy,NUM,3,27
12895,Descartes,0,spacy,NUM,5,23
12539,Descartes,0,spacy,NUM,10,22
12995,Descartes,0,spacy,NUM,three,22
12941,Descartes,0,spacy,NUM,7,21
12861,Descartes,0,spacy,NUM,4,20
12964,Descartes,0,spacy,NUM,9,20
12923,Descartes,0,spacy,NUM,6,15
12983,Descartes,0,spacy,NUM,ii,15
12598,Descartes,0,spacy,NUM,15,14
12585,Descartes,0,spacy,NUM,14,13
12642,Descartes,0,spacy,NUM,1640,12
12576,Descartes,0,spacy,NUM,13,11
12639,Descartes,0,spacy,NUM,1638,11
12644,Descartes,0,spacy,NUM,1642,11
12643,Descartes,0,spacy,NUM,1641,10
20057,Descartes,0,stanford,NUM,one,524
20065,Descartes,0,stanford,NUM,two,137
20067,Descartes,0,stanford,NUM,vii,124
19807,Descartes,0,stanford,NUM,2,59
20052,Descartes,0,stanford,NUM,iii,52
20051,Descartes,0,stanford,NUM,ii,51
19636,Descartes,0,stanford,NUM,1,44
19968,Descartes,0,stanford,NUM,5,44
19930,Descartes,0,stanford,NUM,4,43
19879,Descartes,0,stanford,NUM,3,42
20014,Descartes,0,stanford,NUM,7,40
20053,Descartes,0,stanford,NUM,iv,40
20036,Descartes,0,stanford,NUM,9,36
19997,Descartes,0,stanford,NUM,6,30
20027,Descartes,0,stanford,NUM,8,28
19637,Descartes,0,stanford,NUM,10,27
20063,Descartes,0,stanford,NUM,three,20
19688,Descartes,0,stanford,NUM,15,19
20055,Descartes,0,stanford,NUM,k,18
19678,Descartes,0,stanford,NUM,14,17
5718,Descartes,0,perceptron,PRON,it,2011
5712,Descartes,0,perceptron,PRON,he,1194
5717,Descartes,0,perceptron,PRON,i,984
5738,Descartes,0,perceptron,PRON,we,933
5716,Descartes,0,perceptron,PRON,his,655
5739,Descartes,0,perceptron,PRON,what,538
5719,Descartes,0,perceptron,PRON,its,232
5736,Descartes,0,perceptron,PRON,they,218
5734,Descartes,0,perceptron,PRON,them,197
5723,Descartes,0,perceptron,PRON,my,189
5714,Descartes,0,perceptron,PRON,him,163
5720,Descartes,0,perceptron,PRON,itself,157
5727,Descartes,0,perceptron,PRON,our,155
5741,Descartes,0,perceptron,PRON,who,143
5737,Descartes,0,perceptron,PRON,us,134
5715,Descartes,0,perceptron,PRON,himself,126
5721,Descartes,0,perceptron,PRON,me,102
5733,Descartes,0,perceptron,PRON,their,95
5735,Descartes,0,perceptron,PRON,themselves,41
5746,Descartes,0,perceptron,PRON,you,41
13021,Descartes,0,spacy,PRON,it,2011
13060,Descartes,0,spacy,PRON,which,1243
13013,Descartes,0,spacy,PRON,he,1194
13019,Descartes,0,spacy,PRON,i,1017
13057,Descartes,0,spacy,PRON,we,933
13045,Descartes,0,spacy,PRON,that,745
13017,Descartes,0,spacy,PRON,his,655
13054,Descartes,0,spacy,PRON,this,617
13058,Descartes,0,spacy,PRON,what,522
13051,Descartes,0,spacy,PRON,there,501
13033,Descartes,0,spacy,PRON,one,259
13022,Descartes,0,spacy,PRON,its,232
13053,Descartes,0,spacy,PRON,they,218
13049,Descartes,0,spacy,PRON,them,197
13027,Descartes,0,spacy,PRON,my,190
13044,Descartes,0,spacy,PRON,something,185
13015,Descartes,0,spacy,PRON,him,163
13023,Descartes,0,spacy,PRON,itself,156
13035,Descartes,0,spacy,PRON,our,155
13061,Descartes,0,spacy,PRON,who,143
20079,Descartes,0,stanford,PRON,it,2012
20073,Descartes,0,stanford,PRON,he,1194
20078,Descartes,0,stanford,PRON,i,1016
20098,Descartes,0,stanford,PRON,we,933
20077,Descartes,0,stanford,PRON,his,655
20099,Descartes,0,stanford,PRON,what,498
20080,Descartes,0,stanford,PRON,its,232
20096,Descartes,0,stanford,PRON,they,218
20094,Descartes,0,stanford,PRON,them,197
20084,Descartes,0,stanford,PRON,my,190
20075,Descartes,0,stanford,PRON,him,163
20081,Descartes,0,stanford,PRON,itself,158
20088,Descartes,0,stanford,PRON,our,155
20101,Descartes,0,stanford,PRON,who,143
20097,Descartes,0,stanford,PRON,us,134
20076,Descartes,0,stanford,PRON,himself,126
20086,Descartes,0,stanford,PRON,one,120
20082,Descartes,0,stanford,PRON,me,102
20092,Descartes,0,stanford,PRON,their,95
20095,Descartes,0,stanford,PRON,themselves,41
5764,Descartes,0,perceptron,PRT,to,3490
5761,Descartes,0,perceptron,PRT,out,98
5766,Descartes,0,perceptron,PRT,up,76
5759,Descartes,0,perceptron,PRT,off,10
5763,Descartes,0,perceptron,PRT,s,8
5758,Descartes,0,perceptron,PRT,down,6
5751,Descartes,0,perceptron,PRT,about,4
5753,Descartes,0,perceptron,PRT,aside,4
5755,Descartes,0,perceptron,PRT,away,4
5756,Descartes,0,perceptron,PRT,back,4
5762,Descartes,0,perceptron,PRT,over,3
5757,Descartes,0,perceptron,PRT,behind,2
5767,Descartes,0,perceptron,PRT,‘,2
5752,Descartes,0,perceptron,PRT,along,1
5754,Descartes,0,perceptron,PRT,assent,1
5760,Descartes,0,perceptron,PRT,open,1
5765,Descartes,0,perceptron,PRT,together,1
5768,Descartes,0,perceptron,PRT,’,1
13081,Descartes,0,spacy,PRT,to,2047
13075,Descartes,0,spacy,PRT,not,1568
13085,Descartes,0,spacy,PRT,’s,660
13070,Descartes,0,spacy,PRT,ff,49
13078,Descartes,0,spacy,PRT,pp,20
13077,Descartes,0,spacy,PRT,now,9
13073,Descartes,0,spacy,PRT,like,4
13084,Descartes,0,spacy,PRT,’,4
13076,Descartes,0,spacy,PRT,not-,3
13083,Descartes,0,spacy,PRT,yes,3
13074,Descartes,0,spacy,PRT,no,2
13080,Descartes,0,spacy,PRT,say,2
13067,Descartes,0,spacy,PRT,body.2,1
13068,Descartes,0,spacy,PRT,cf,1
13069,Descartes,0,spacy,PRT,effect’.22,1
13071,Descartes,0,spacy,PRT,happens.11,1
13072,Descartes,0,spacy,PRT,inasmuch,1
13079,Descartes,0,spacy,PRT,produces?7,1
13082,Descartes,0,spacy,PRT,withhold,1
20118,Descartes,0,stanford,PRT,to,2001
20120,Descartes,0,stanford,PRT,’s,695
20115,Descartes,0,stanford,PRT,out,100
20119,Descartes,0,stanford,PRT,up,78
20114,Descartes,0,stanford,PRT,on,14
20111,Descartes,0,stanford,PRT,down,9
20113,Descartes,0,stanford,PRT,off,8
20112,Descartes,0,stanford,PRT,in,3
20116,Descartes,0,stanford,PRT,over,3
20117,Descartes,0,stanford,PRT,s,3
20110,Descartes,0,stanford,PRT,back,2
20107,Descartes,0,stanford,PRT,about,1
20108,Descartes,0,stanford,PRT,aside,1
20109,Descartes,0,stanford,PRT,away,1
6811,Descartes,0,perceptron,VERB,is,3211
5989,Descartes,0,perceptron,VERB,be,1514
6041,Descartes,0,perceptron,VERB,can,872
6675,Descartes,0,perceptron,VERB,have,699
5901,Descartes,0,perceptron,VERB,are,682
7739,Descartes,0,perceptron,VERB,will,441
6674,Descartes,0,perceptron,VERB,has,421
7728,Descartes,0,perceptron,VERB,was,405
6397,Descartes,0,perceptron,VERB,does,326
7760,Descartes,0,perceptron,VERB,would,297
6232,Descartes,0,perceptron,VERB,could,277
6306,Descartes,0,perceptron,VERB,descartes,277
6003,Descartes,0,perceptron,VERB,being,256
6969,Descartes,0,perceptron,VERB,must,234
7463,Descartes,0,perceptron,VERB,should,234
7406,Descartes,0,perceptron,VERB,s,231
7424,Descartes,0,perceptron,VERB,see,228
6940,Descartes,0,perceptron,VERB,might,219
6396,Descartes,0,perceptron,VERB,do,210
6920,Descartes,0,perceptron,VERB,may,210
14081,Descartes,0,spacy,VERB,is,3205
13292,Descartes,0,spacy,VERB,be,1514
13336,Descartes,0,spacy,VERB,can,871
13954,Descartes,0,spacy,VERB,have,699
13203,Descartes,0,spacy,VERB,are,684
13953,Descartes,0,spacy,VERB,has,421
14939,Descartes,0,spacy,VERB,was,405
14947,Descartes,0,spacy,VERB,will,331
13692,Descartes,0,spacy,VERB,does,327
14967,Descartes,0,spacy,VERB,would,297
13527,Descartes,0,spacy,VERB,could,277
14645,Descartes,0,spacy,VERB,see,254
13306,Descartes,0,spacy,VERB,being,236
14225,Descartes,0,spacy,VERB,must,234
14685,Descartes,0,spacy,VERB,should,232
14199,Descartes,0,spacy,VERB,might,221
13691,Descartes,0,spacy,VERB,do,210
14182,Descartes,0,spacy,VERB,may,210
14636,Descartes,0,spacy,VERB,say,194
13301,Descartes,0,spacy,VERB,been,154
21096,Descartes,0,stanford,VERB,is,3212
20320,Descartes,0,stanford,VERB,be,1514
20365,Descartes,0,stanford,VERB,can,872
20971,Descartes,0,stanford,VERB,have,699
20234,Descartes,0,stanford,VERB,are,684
20970,Descartes,0,stanford,VERB,has,421
